4.397846,-0.3665736,1.156854,0.3891394,0.7914722,0.1651494,-0.5866631,0.04608581,-0.1516389,1.209743,0.2957351,0.9042547,-0.2389219,-0.3360495,-0.1109536,
4.397846,-0.3581985,-0.08433262,0.3933931,0.7947912,0.1523021,-0.5870682,0.02149411,-0.1553203,-0.03372984,0.2953756,0.9064901,-0.2495631,-0.3265754,-0.0966566,
4.417846,-0.3524613,-0.08216475,0.395804,0.7957017,0.1462891,-0.5877369,-0.004856609,-0.1567937,-0.03446573,0.2973325,0.9080093,-0.2589131,-0.3162933,-0.09187871,
4.431769,-0.3507811,-0.08087026,0.396688,0.7980863,0.1458586,-0.5845464,-0.009438458,-0.1581298,-0.03459953,0.3004486,0.910401,-0.2588861,-0.3094596,-0.0915584,
4.431779,-0.349565,-0.07987575,0.3970626,0.8037868,0.1470917,-0.5763759,0.009040399,-0.158668,-0.0371291,0.3018915,0.9109178,-0.258959,-0.3095153,-0.08584562,
4.459626,-0.3479154,-0.0790935,0.398093,0.8087375,0.1503343,-0.5677575,0.03154098,-0.1619338,-0.03765158,0.3056687,0.9111036,-0.256247,-0.3143746,-0.07346016,
4.473549,-0.3451632,-0.07792517,0.3998271,0.8114376,0.1516576,-0.5635769,0.03082402,-0.1636183,-0.0382596,0.308216,0.9134511,-0.252511,-0.3118722,-0.06768293,
4.487473,-0.3419481,-0.07664099,0.4015648,0.813444,0.1514134,-0.5611469,0.02229494,-0.1642973,-0.03877856,0.3106247,0.9149175,-0.2564995,-0.3036567,-0.07019026,
4.501396,-0.3378559,-0.07483748,0.4035173,0.8180903,0.1472523,-0.5557219,0.01477106,-0.1638794,-0.04021302,0.3107677,0.9150748,-0.2593158,-0.2995673,-0.07518619,
4.515319,-0.3337627,-0.07299861,0.4056562,0.8256716,0.1382033,-0.5469164,0.006990104,-0.1638733,-0.0420866,0.3104159,0.9139739,-0.2564447,-0.3045041,-0.07851925,
4.543166,-0.3297187,-0.07166193,0.4074177,0.8334805,0.1290738,-0.5372545,-0.002820277,-0.1663986,-0.04301555,0.3121189,0.9129215,-0.2495681,-0.3130223,-0.07941748,
4.557089,-0.3260327,-0.0707959,0.4092826,0.8396047,0.1251827,-0.5283189,-0.01650126,-0.168015,-0.04427886,0.3130683,0.9118266,-0.2481614,-0.31746,-0.07878682,
4.571013,-0.3222698,-0.07087564,0.4115403,0.8426906,0.1297734,-0.5215227,-0.03233403,-0.171248,-0.04403372,0.3146161,0.9131699,-0.247467,-0.3158352,-0.07161629,
4.584936,-0.3174769,-0.0714501,0.4137256,0.8476593,0.1327655,-0.512036,-0.04082136,-0.1740283,-0.04360481,0.3152791,0.9118683,-0.2559939,-0.3139364,-0.06638707,
4.59886,-0.3115747,-0.07223529,0.4164882,0.8544241,0.1344931,-0.4987528,-0.05582884,-0.1753383,-0.04411697,0.3141772,0.9093612,-0.2559293,-0.3225712,-0.05924728,
4.612783,-0.3044292,-0.07206799,0.4189188,0.8593096,0.1384974,-0.4850875,-0.08423622,-0.1786304,-0.04279269,0.3151122,0.9051591,-0.2598492,-0.332002,-0.05422413,
4.626707,-0.2993219,-0.07154112,0.4206723,0.8658312,0.1463427,-0.4635465,-0.1185111,-0.1769011,-0.045356,0.3126386,0.9009561,-0.2662196,-0.3387532,-0.05149297,
4.640626,-0.2960192,-0.07108005,0.4215545,0.8684885,0.1525519,-0.4513359,-0.1369366,-0.1814803,-0.04284324,0.3157572,0.9011889,-0.2723845,-0.3341865,-0.04455065,
4.65455,-0.292623,-0.07187398,0.4212313,0.8706813,0.1591159,-0.4434436,-0.1412592,-0.1794406,-0.0458285,0.312843,0.9024965,-0.2802559,-0.3252966,-0.03374626,
4.668473,-0.2870272,-0.07249177,0.4217298,0.8745236,0.1614396,-0.4333767,-0.1460492,-0.184389,-0.04459811,0.3160165,0.9029895,-0.2839613,-0.321532,-0.02435448,
4.682396,-0.2796653,-0.07381467,0.4218747,0.8819904,0.1606035,-0.4142191,-0.1572321,-0.1823502,-0.04845338,0.313781,0.9027696,-0.2879524,-0.3192865,-0.01211327,
4.69632,-0.2728136,-0.07624793,0.42093,0.8919092,0.1603687,-0.3887345,-0.1663294,-0.1862274,-0.04712805,0.3168016,0.9028803,-0.2914321,-0.3160109,-0.003393904,
4.710243,-0.2669864,-0.07884342,0.4198761,0.9001635,0.1640524,-0.3665909,-0.1685339,-0.1844323,-0.04875249,0.3162215,0.906083,-0.2873215,-0.3105722,-0.002196482,
4.724166,-0.2623079,-0.08192852,0.4192136,0.9054909,0.1735373,-0.3494611,-0.1668772,-0.1843969,-0.04844432,0.3166344,0.911354,-0.275289,-0.3059514,-0.006606644,
4.73809,-0.258066,-0.08533864,0.419038,0.9085692,0.1891441,-0.3337056,-0.1654302,-0.1815422,-0.05041555,0.3158626,0.9137542,-0.265438,-0.307022,-0.01825972,
4.752013,-0.2542078,-0.08998159,0.4187986,0.9137434,0.2067338,-0.3134605,-0.1551668,-0.1792714,-0.05223443,0.3152016,0.9149336,-0.2566465,-0.3098011,-0.0324415,
4.765937,-0.2496948,-0.09542149,0.4184058,0.917106,0.2195675,-0.2989049,-0.1461594,-0.1799251,-0.05246802,0.3150033,0.9179394,-0.247761,-0.3075836,-0.0373385,
4.77986,-0.2433698,-0.1006329,0.4182491,0.9190503,0.2267635,-0.2844539,-0.1516932,-0.178985,-0.05416303,0.3125611,0.9164253,-0.2460997,-0.3132032,-0.03877478,
4.793783,-0.2373101,-0.1067207,0.4173398,0.9213632,0.2282363,-0.2652001,-0.1693134,-0.1785329,-0.05536861,0.3119336,0.9148046,-0.2423966,-0.3204606,-0.04100484,
4.807706,-0.2326378,-0.1138618,0.4166492,0.9209239,0.2352704,-0.2479651,-0.1872441,-0.1764305,-0.05859295,0.3079555,0.9134295,-0.237818,-0.3276475,-0.04166901,
4.82163,-0.2291312,-0.121224,0.4166885,0.9142447,0.2550027,-0.2381195,-0.2059841,-0.1773398,-0.05893394,0.3082848,0.9157422,-0.2263499,-0.3290594,-0.04361243,
4.835553,-0.2254957,-0.1279224,0.416252,0.9089181,0.2745939,-0.2289564,-0.2145814,-0.1751254,-0.06162458,0.3059404,0.9195129,-0.218798,-0.3231264,-0.0470413,
4.849477,-0.2214942,-0.1347768,0.4151143,0.9071004,0.2932248,-0.2148099,-0.2122375,-0.1742491,-0.06376435,0.3040247,0.9226937,-0.2143802,-0.3156927,-0.05491534,
4.8634,-0.2160233,-0.1410806,0.4137661,0.9070091,0.3034908,-0.1957955,-0.2165458,-0.1724348,-0.06625942,0.3015871,0.9255739,-0.1989239,-0.3161453,-0.06159981,
4.877324,-0.2076389,-0.1471749,0.4118833,0.9089929,0.2968245,-0.1688872,-0.2389648,-0.1749315,-0.06553141,0.3032854,0.9276249,-0.1822436,-0.3175482,-0.07390973,
4.891247,-0.2011987,-0.1530802,0.4094121,0.9108227,0.2870146,-0.1381435,-0.2625661,-0.1745031,-0.06749725,0.3011428,0.9305749,-0.1684473,-0.3135954,-0.08552164,
4.905171,-0.1965154,-0.1585213,0.4064361,0.9101651,0.2833656,-0.1050586,-0.2833128,-0.1732066,-0.07131368,0.2975037,0.9330382,-0.1630922,-0.3072368,-0.09190398,
4.919094,-0.1938879,-0.1631112,0.4046499,0.9105135,0.2870491,-0.063807,-0.2906834,-0.1743161,-0.07324507,0.2952831,0.9349753,-0.1591756,-0.3062816,-0.08170713,
4.933018,-0.1905766,-0.1673881,0.4035471,0.9081403,0.2940034,-0.04304928,-0.2949407,-0.1761231,-0.07539006,0.2944022,0.9364271,-0.1571454,-0.3057042,-0.07039085,
4.946941,-0.1879451,-0.1707411,0.4003897,0.9051825,0.2953293,-0.04586954,-0.3021943,-0.1785905,-0.07672358,0.2942813,0.9381475,-0.1520035,-0.3055371,-0.05849285,
4.960865,-0.1813,-0.1739976,0.3963548,0.8999143,0.2769555,-0.0499516,-0.3330986,-0.1785076,-0.07967933,0.2932712,0.9397808,-0.1473656,-0.3048818,-0.04628925,
4.974788,-0.1742581,-0.1782528,0.3908754,0.8927556,0.2492924,-0.02823016,-0.3742244,-0.1803545,-0.08127043,0.2945378,0.9413365,-0.1469777,-0.3013835,-0.03809396,
4.988711,-0.1683143,-0.1834237,0.3840725,0.8832359,0.2320559,0.01196809,-0.4073097,-0.1835461,-0.08140586,0.2988302,0.9460016,-0.14274,-0.2896666,-0.02827742,
5.002635,-0.164345,-0.1882123,0.3762215,0.8716184,0.2329327,0.06240565,-0.4267661,-0.1811871,-0.08419898,0.2992429,0.9511595,-0.1382015,-0.2752959,-0.02020094,
5.016558,-0.1609108,-0.1923379,0.3697349,0.8562677,0.242147,0.1157679,-0.4413256,-0.1810439,-0.08417058,0.3013019,0.9549342,-0.124918,-0.2686507,-0.01797285,
5.030482,-0.1566318,-0.1958228,0.3638524,0.8395299,0.2503863,0.158907,-0.4552416,-0.1806955,-0.08453708,0.3023217,0.9543462,-0.1205161,-0.2728022,-0.01667996,
5.044405,-0.1541381,-0.1995437,0.3571614,0.8245007,0.2546718,0.1934886,-0.4668009,-0.1824102,-0.08270783,0.3068557,0.9533421,-0.1206965,-0.2762937,-0.01526631,
5.058329,-0.1521738,-0.2039148,0.3499814,0.8112019,0.2510563,0.2195308,-0.480342,-0.1805472,-0.08349982,0.3072123,0.9533371,-0.1275912,-0.273277,-0.01373599,
5.072252,-0.1510606,-0.2082276,0.3425962,0.7991178,0.2394596,0.2407237,-0.496107,-0.180872,-0.08321582,0.3100686,0.9544553,-0.1276839,-0.2696212,-0.004040511,
5.086176,-0.1505302,-0.2113887,0.3344165,0.7896816,0.2253952,0.2596961,-0.5080925,-0.1777383,-0.08439317,0.3091807,0.9562675,-0.1242913,-0.2646376,0.008430749,
5.100099,-0.1491076,-0.2144133,0.3256405,0.7831506,0.2177381,0.2802335,-0.5106218,-0.1790805,-0.08369004,0.3141851,0.9575869,-0.1192717,-0.26177,0.01667695,
5.114023,-0.1500092,-0.2274231,0.327188,0.756171,0.3366663,0.2625655,-0.4959041,-0.1770275,-0.08253147,0.3125715,0.9602689,-0.09949269,-0.2604418,0.0124537,
5.127946,-0.1473894,-0.2277405,0.3175186,0.7406064,0.3473974,0.3032658,-0.4887198,-0.1763168,-0.0833449,0.314183,0.9563846,-0.09619877,-0.2757937,0.00350439,
5.141869,-0.1459308,-0.2290057,0.3087613,0.7242064,0.3224145,0.3618511,-0.4905486,-0.1762948,-0.08324642,0.3147929,0.953028,-0.1069705,-0.2833207,0.004946527,
